,id,brand,name,price,price_sign,currency,image_link,product_link,website_link,description,rating,category,product_type,tag_list,created_at,updated_at,product_api_url,api_featured_image,product_colors
0,740,dior,"
                            Junon
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/v6_packshots_sku_pdg%252FPDG_Y0002959-F000355494.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0002959_f000355494-couture-colour-gel-shine-long-wear.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that plays up the gel effect.,,,nail_polish,[],2017-12-03T23:24:03.403Z,2017-12-23T20:59:02.537Z,http://makeup-api.herokuapp.com/api/v1/products/740.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/740/original/data?1514062742,"[{'hex_value': '#FCD9CB', 'colour_name': '108 Muguet'}, {'hex_value': '#EA4D54', 'colour_name': '445 Coral Crush'}, {'hex_value': '#F9C8C8', 'colour_name': '155 Tra-la-la'}, {'hex_value': '#F7B6B6', 'colour_name': '268 Ruban'}, {'hex_value': '#B63853', 'colour_name': '785 Cosmopolite'}, {'hex_value': '#952D73', 'colour_name': '338 Mirage'}, {'hex_value': '#A3948B', 'colour_name': '306 Trianon'}, {'hex_value': '#977D7B', 'colour_name': '403 Palais Royal'}, {'hex_value': '#D2A896', 'colour_name': '413 Grège'}, {'hex_value': '#617686', 'colour_name': '494 Junon'}, {'hex_value': '#E73326', 'colour_name': '537 Riviera'}, {'hex_value': '#E61E32', 'colour_name': '551 Aventure'}, {'hex_value': '#E83B53', 'colour_name': '575 Wonderland'}, {'hex_value': '#E40040', 'colour_name': '659 Lucky'}, {'hex_value': '#E40B6E', 'colour_name': '661 Bonheur'}, {'hex_value': '#DB1057', 'colour_name': '669 Fizz Pink'}, {'hex_value': '#C90206', 'colour_name': '754 Pandore'}, {'hex_value': '#C60F54', 'colour_name': '769 Front Row'}, {'hex_value': '#780C18', 'colour_name': '853 Massaï'}, {'hex_value': '#340000', 'colour_name': '970 Nuit 1947'}, {'hex_value': '#A10705', 'colour_name': '999 Rouge 999'}]"
1,730,dior,"
                            Matte
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/v6_packshots_sku_pdg%252FPDG_Y0002959-F000355999.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003759_f000375999-couture-colour-long-wear-nail-lacquer.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that accentuates the gel effect.,,,nail_polish,[],2017-12-03T23:23:26.195Z,2017-12-23T20:59:00.800Z,http://makeup-api.herokuapp.com/api/v1/products/730.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/730/original/data?1514062740,"[{'hex_value': '#F39994', 'colour_name': '162 Miss Satin'}, {'hex_value': '#C78377', 'colour_name': '614 Jungle Matte'}, {'hex_value': '#6D1724', 'colour_name': '979 Poison Metal'}, {'hex_value': '#A50809', 'colour_name': '999 Matte'}]"
2,729,dior,"
                            Poison Metal
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0003559_F000355979.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003759_f000355979-couture-colour-long-wear-nail-lacquer.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that accentuates the gel effect.,,,nail_polish,[],2017-12-03T23:23:25.096Z,2017-12-23T20:59:00.613Z,http://makeup-api.herokuapp.com/api/v1/products/729.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/729/original/data?1514062740,"[{'hex_value': '#F39994', 'colour_name': '162 Miss Satin'}, {'hex_value': '#C78377', 'colour_name': '614 Jungle Matte'}, {'hex_value': '#6D1724', 'colour_name': '979 Poison Metal'}, {'hex_value': '#A50809', 'colour_name': '999 Matte'}]"
3,728,dior,"
                            Jungle Matte
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0003759_F000355614.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003759_f000355614-couture-colour-long-wear-nail-lacquer.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that accentuates the gel effect.,,,nail_polish,[],2017-12-03T23:23:24.181Z,2017-12-23T20:59:00.023Z,http://makeup-api.herokuapp.com/api/v1/products/728.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/728/original/data?1514062739,"[{'hex_value': '#F39994', 'colour_name': '162 Miss Satin'}, {'hex_value': '#C78377', 'colour_name': '614 Jungle Matte'}, {'hex_value': '#6D1724', 'colour_name': '979 Poison Metal'}, {'hex_value': '#A50809', 'colour_name': '999 Matte'}]"
4,727,dior,"
                            Miss Satin
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0003759_F000355162.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003759_f000355162-couture-colour-long-wear-nail-lacquer.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that accentuates the gel effect.,,,nail_polish,[],2017-12-03T23:23:23.157Z,2017-12-23T20:58:59.809Z,http://makeup-api.herokuapp.com/api/v1/products/727.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/727/original/data?1514062739,"[{'hex_value': '#F39994', 'colour_name': '162 Miss Satin'}, {'hex_value': '#C78377', 'colour_name': '614 Jungle Matte'}, {'hex_value': '#6D1724', 'colour_name': '979 Poison Metal'}, {'hex_value': '#A50809', 'colour_name': '999 Matte'}]"
5,726,dior,"
                            Mineral
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0003567_F000355201.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003567_f000355201-true-colour-ultra-shiny-long-wear.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that plays up the gel effect.,,,nail_polish,[],2017-12-03T23:23:22.803Z,2017-12-23T20:58:59.358Z,http://makeup-api.herokuapp.com/api/v1/products/726.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/726/original/data?1514062739,"[{'hex_value': '#C0CAB7', 'colour_name': '201 Mineral'}]"
6,725,dior,"
                            Sauvage
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0003565_F002880924.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003565_f000355924-couture-colour-gel-shine-long-wear-nail-lacquer.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that plays up the gel effect.,,,nail_polish,[],2017-12-03T23:23:21.844Z,2017-12-23T20:58:59.148Z,http://makeup-api.herokuapp.com/api/v1/products/725.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/725/original/data?1514062739,"[{'hex_value': '#ED7C90', 'colour_name': '550 Tease'}, {'hex_value': '#EA508D', 'colour_name': '684 Diabolo'}, {'hex_value': '#481B2A', 'colour_name': '924 Sauvage'}]"
7,724,dior,"
                            Diabolo
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0003565_F002880684.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003565_f000355684-couture-colour-gel-shine-long-wear-nail-lacquer.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that plays up the gel effect.,,,nail_polish,[],2017-12-03T23:23:21.228Z,2017-12-23T20:58:58.888Z,http://makeup-api.herokuapp.com/api/v1/products/724.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/724/original/data?1514062738,"[{'hex_value': '#ED7C90', 'colour_name': '550 Tease'}, {'hex_value': '#EA508D', 'colour_name': '684 Diabolo'}, {'hex_value': '#481B2A', 'colour_name': '924 Sauvage'}]"
8,723,dior,"
                            Tease
                            ",20.0,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0003565_F002880550.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/nails/nail-lacquers/pr-naillacquers-y0003565_f000355550-couture-colour-gel-shine-long-wear-nail-lacquer.html,https://www.dior.com,Discover the new-generation Dior Vernis and its ingenious formula that plays up the gel effect.,,,nail_polish,[],2017-12-03T23:23:20.423Z,2017-12-23T20:58:58.761Z,http://makeup-api.herokuapp.com/api/v1/products/723.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/723/original/data?1514062738,"[{'hex_value': '#ED7C90', 'colour_name': '550 Tease'}, {'hex_value': '#EA508D', 'colour_name': '684 Diabolo'}, {'hex_value': '#481B2A', 'colour_name': '924 Sauvage'}]"
9,722,dior,"
                            Precious Rocks
                            ",20.5,£,GBP,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/214/90/0/packshots%252FPDG_Y0002880_F000288001.jpg,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/look-exclusives/precious-rocks-collection/pr-preciousrockslook-y0002880_f000288001-nail-liner-shine-precision.html,https://www.dior.com,"Diorific reveals a nail liner designed to decorate your nails like gemstones with festive shades. In one ultra-precise golden stroke, Dior Vernis Liner delivers a clear varnish strewn with gold, platinum, and silver glitter in various sizes, showering nails with countless little gems.",,,nail_polish,[],2017-12-03T23:23:19.614Z,2017-12-23T20:58:58.620Z,http://makeup-api.herokuapp.com/api/v1/products/722.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/722/original/data?1514062738,"[{'hex_value': '#CAAB54', 'colour_name': '001 Precious Rocks'}]"
